clan1,family1,clan2,family2,distance
CL00034,RF00407,CL00014,RF01338,1259.0
CL00034,RF00407,CL00014,RF01352,1263.0
CL00034,RF00407,CL00014,RF01379,1233.0
CL00034,RF00407,CL00024,RF00392,417.0
CL00034,RF00407,CL00024,RF01240,1735.0
CL00034,RF00407,CL00034,RF00407,0.0
CL00034,RF00407,CL00034,RF00430,472.0
CL00034,RF00407,CL00034,RF00566,201.0
CL00034,RF00407,CL00034,RF00598,664.0
CL00034,RF00407,CL00069,RF00152,1191.0
CL00034,RF00407,CL00069,RF00181,1186.0
CL00034,RF00407,CL00069,RF00284,1198.0
CL00034,RF00407,CL00069,RF00357,912.0
CL00034,RF00407,CL00069,RF00509,1158.0
CL00034,RF00407,CL00069,RF00530,1201.0
CL00034,RF00407,CL00069,RF00570,1181.0
CL00034,RF00407,CL00069,RF01169,1187.0
CL00034,RF00407,CL00069,RF01278,1177.0
CL00034,RF00407,CL00116,RF03116,16117.0
CL00034,RF00407,CL00116,RF03117,24073.0
CL00034,RF00407,CL00116,RF03118,7130.0
CL00034,RF00407,CL00116,RF03119,33252.0
CL00034,RF00407,CL00116,RF03120,11547.0
CL00034,RF00407,CL00121,RF00114,1408.0
CL00034,RF00407,CL00121,RF03137,1265.0
CL00034,RF00407,CL00121,RF03143,1185.0
CL00034,RF00407,CL00121,RF03161,1183.0
CL00034,RF00407,CL00124,RF03155,1017.0
CL00034,RF00407,CL00124,RF03162,1151.0
CL00034,RF00407,CL00150,RF00742,1129.0
CL00034,RF00407,CL00150,RF04303,1047.0
CL00034,RF00430,CL00012,RF00162,406.0
CL00034,RF00430,CL00012,RF00634,554.0
CL00034,RF00430,CL00012,RF01725,842.0
CL00034,RF00430,CL00013,RF00100,2885.0
CL00034,RF00430,CL00013,RF01052,49757.0
CL00034,RF00430,CL00014,RF01315,921.0
CL00034,RF00430,CL00014,RF01317,927.0
CL00034,RF00430,CL00014,RF01327,935.0
CL00034,RF00430,CL00014,RF01328,931.0
CL00034,RF00430,CL00014,RF01338,931.0
CL00034,RF00430,CL00014,RF01352,935.0
CL00034,RF00430,CL00014,RF01379,905.0
CL00034,RF00430,CL00024,RF00392,87.0
CL00034,RF00430,CL00024,RF01240,2051.0
CL00034,RF00430,CL00034,RF00407,472.0
CL00034,RF00430,CL00034,RF00430,0.0
CL00034,RF00430,CL00034,RF00566,515.0
CL00034,RF00430,CL00034,RF00598,260.0
CL00034,RF00430,CL00069,RF00152,865.0
CL00034,RF00430,CL00069,RF00181,860.0
CL00034,RF00430,CL00069,RF00284,872.0
CL00034,RF00430,CL00069,RF00357,628.0
CL00034,RF00430,CL00069,RF00509,844.0
CL00034,RF00430,CL00069,RF00530,875.0
CL00034,RF00430,CL00069,RF00570,841.0
CL00034,RF00430,CL00069,RF01169,861.0
CL00034,RF00430,CL00069,RF01278,849.0
CL00034,RF00430,CL00116,RF03116,16423.0
CL00034,RF00430,CL00116,RF03117,24405.0
CL00034,RF00430,CL00116,RF03118,7474.0
CL00034,RF00430,CL00116,RF03119,33580.0
CL00034,RF00430,CL00116,RF03120,11871.0
CL00034,RF00430,CL00121,RF00114,1120.0
CL00034,RF00430,CL00121,RF03137,887.0
CL00034,RF00430,CL00121,RF03143,857.0
CL00034,RF00430,CL00121,RF03161,895.0
CL00034,RF00430,CL00124,RF03155,639.0
CL00034,RF00430,CL00124,RF03162,751.0
CL00034,RF00430,CL00150,RF00742,805.0
CL00034,RF00430,CL00150,RF04303,949.0
CL00034,RF00566,CL00012,RF00162,639.0
CL00034,RF00566,CL00012,RF00634,807.0
CL00034,RF00566,CL00012,RF01725,1227.0
CL00034,RF00566,CL00013,RF00100,2642.0
CL00034,RF00566,CL00013,RF01052,49350.0
CL00034,RF00566,CL00014,RF01315,1314.0
CL00034,RF00566,CL00014,RF01317,1320.0
CL00034,RF00566,CL00014,RF01327,1328.0
CL00034,RF00566,CL00014,RF01328,1324.0
CL00034,RF00566,CL00014,RF01338,1324.0
CL00034,RF00566,CL00014,RF01352,1328.0
CL00034,RF00566,CL00014,RF01379,1298.0
CL00034,RF00566,CL00024,RF00392,486.0
CL00034,RF00566,CL00024,RF01240,1634.0
CL00034,RF00566,CL00034,RF00407,201.0
CL00034,RF00566,CL00034,RF00430,515.0
CL00034,RF00566,CL00034,RF00566,0.0
CL00034,RF00566,CL00034,RF00598,627.0
CL00034,RF00566,CL00069,RF00152,1266.0
CL00034,RF00566,CL00069,RF00181,1261.0
CL00034,RF00566,CL00069,RF00284,1273.0
CL00034,RF00566,CL00069,RF00357,1037.0
CL00034,RF00566,CL00069,RF00509,1225.0
CL00034,RF00566,CL00069,RF00530,1276.0
CL00034,RF00566,CL00069,RF00570,1242.0
CL00034,RF00566,CL00069,RF01169,1262.0
CL00034,RF00566,CL00069,RF01278,1248.0
CL00034,RF00566,CL00116,RF03116,16038.0
CL00034,RF00566,CL00116,RF03117,24040.0
CL00034,RF00566,CL00116,RF03118,7095.0
CL00034,RF00566,CL00116,RF03119,33145.0
CL00034,RF00566,CL00116,RF03120,11456.0
CL00034,RF00566,CL00121,RF00114,1481.0
CL00034,RF00566,CL00121,RF03137,1264.0
CL00034,RF00566,CL00121,RF03143,1254.0
CL00034,RF00566,CL00121,RF03161,1258.0
CL00034,RF00566,CL00124,RF03155,1012.0
CL00034,RF00566,CL00124,RF03162,1128.0
CL00034,RF00566,CL00150,RF00742,1198.0
CL00034,RF00566,CL00150,RF04303,1100.0
CL00034,RF00598,CL00012,RF00162,480.0
CL00034,RF00598,CL00012,RF00634,706.0
CL00034,RF00598,CL00012,RF01725,918.0
CL00034,RF00598,CL00013,RF00100,3025.0
CL00034,RF00598,CL00013,RF01052,49893.0
CL00034,RF00598,CL00014,RF01315,791.0
CL00034,RF00598,CL00014,RF01317,797.0
CL00034,RF00598,CL00014,RF01327,805.0
CL00034,RF00598,CL00014,RF01328,801.0
CL00034,RF00598,CL00014,RF01338,801.0
CL00034,RF00598,CL00014,RF01352,805.0
CL00034,RF00598,CL00014,RF01379,775.0
CL00034,RF00598,CL00024,RF00392,303.0
CL00034,RF00598,CL00024,RF01240,2165.0
CL00034,RF00598,CL00034,RF00407,664.0
CL00034,RF00598,CL00034,RF00430,260.0
CL00034,RF00598,CL00034,RF00566,627.0
CL00034,RF00598,CL00034,RF00598,0.0
CL00034,RF00598,CL00069,RF00152,767.0
CL00034,RF00598,CL00069,RF00181,762.0
CL00034,RF00598,CL00069,RF00284,774.0
CL00034,RF00598,CL00069,RF00357,558.0
CL00034,RF00598,CL00069,RF00509,844.0
CL00034,RF00598,CL00069,RF00530,777.0
CL00034,RF00598,CL00069,RF00570,715.0
CL00034,RF00598,CL00069,RF01169,763.0
CL00034,RF00598,CL00069,RF01278,749.0
CL00034,RF00598,CL00116,RF03116,16561.0
CL00034,RF00598,CL00116,RF03117,24569.0
CL00034,RF00598,CL00116,RF03118,7650.0
CL00034,RF00598,CL00116,RF03119,33684.0
CL00034,RF00598,CL00116,RF03120,11991.0
CL00034,RF00598,CL00121,RF00114,1164.0
CL00034,RF00598,CL00121,RF03137,735.0
CL00034,RF00598,CL00121,RF03143,719.0
CL00034,RF00598,CL00121,RF03161,741.0
CL00034,RF00598,CL00124,RF03155,613.0
CL00034,RF00598,CL00124,RF03162,605.0
CL00034,RF00598,CL00150,RF00742,703.0
CL00034,RF00598,CL00150,RF04303,1071.0
CL00069,RF00152,CL00012,RF00162,981.0
CL00069,RF00152,CL00012,RF00634,1257.0
CL00069,RF00152,CL00012,RF01725,1163.0
CL00069,RF00152,CL00013,RF00100,3610.0
CL00069,RF00152,CL00013,RF01052,50412.0
CL00069,RF00152,CL00014,RF01315,134.0
CL00069,RF00152,CL00014,RF01317,156.0
CL00069,RF00152,CL00014,RF01327,124.0
CL00069,RF00152,CL00014,RF01328,152.0
CL00069,RF00152,CL00014,RF01338,152.0
CL00069,RF00152,CL00014,RF01352,124.0
CL00069,RF00152,CL00014,RF01379,150.0
CL00069,RF00152,CL00024,RF00392,876.0
CL00069,RF00152,CL00024,RF01240,2812.0
CL00069,RF00152,CL00034,RF00407,1191.0
CL00069,RF00152,CL00034,RF00430,865.0
CL00069,RF00152,CL00034,RF00566,1266.0
CL00069,RF00152,CL00034,RF00598,767.0
CL00069,RF00152,CL00069,RF00152,0.0
CL00069,RF00152,CL00069,RF00181,27.0
CL00069,RF00152,CL00069,RF00284,11.0
CL00069,RF00152,CL00069,RF00357,415.0
CL00069,RF00152,CL00069,RF00509,775.0
CL00069,RF00152,CL00069,RF00530,26.0
CL00069,RF00152,CL00069,RF00570,98.0
CL00069,RF00152,CL00069,RF01169,20.0
CL00069,RF00152,CL00069,RF01278,38.0
CL00069,RF00152,CL00116,RF03116,17214.0
CL00069,RF00152,CL00116,RF03117,25210.0
CL00069,RF00152,CL00116,RF03118,8117.0
CL00069,RF00152,CL00116,RF03119,34261.0
CL00069,RF00152,CL00116,RF03120,12614.0
CL00069,RF00152,CL00121,RF00114,1483.0
CL00069,RF00152,CL00121,RF03137,232.0
CL00069,RF00152,CL00121,RF03143,158.0
CL00069,RF00152,CL00121,RF03161,86.0
CL00069,RF00152,CL00124,RF03155,736.0
CL00069,RF00152,CL00124,RF03162,350.0
CL00069,RF00152,CL00150,RF00742,408.0
CL00069,RF00152,CL00150,RF04303,1392.0
CL00069,RF00181,CL00012,RF00162,976.0
CL00069,RF00181,CL00012,RF00634,1252.0
CL00069,RF00181,CL00012,RF01725,1158.0
CL00069,RF00181,CL00013,RF00100,3633.0
CL00069,RF00181,CL00013,RF01052,50435.0
CL00069,RF00181,CL00014,RF01315,111.0
CL00069,RF00181,CL00014,RF01317,133.0
CL00069,RF00181,CL00014,RF01327,101.0
CL00069,RF00181,CL00014,RF01328,129.0
CL00069,RF00181,CL00014,RF01338,129.0
CL00069,RF00181,CL00014,RF01352,101.0
CL00069,RF00181,CL00014,RF01379,127.0
CL00069,RF00181,CL00024,RF00392,871.0
CL00069,RF00181,CL00024,RF01240,2835.0
CL00069,RF00181,CL00034,RF00407,1186.0
CL00069,RF00181,CL00034,RF00430,860.0
CL00069,RF00181,CL00034,RF00566,1261.0
CL00069,RF00181,CL00034,RF00598,762.0
CL00069,RF00181,CL00069,RF00152,27.0
CL00069,RF00181,CL00069,RF00181,0.0
CL00069,RF00181,CL00069,RF00284,26.0
CL00069,RF00181,CL00069,RF00357,438.0
CL00069,RF00181,CL00069,RF00509,798.0
CL00069,RF00181,CL00069,RF00530,21.0
CL00069,RF00181,CL00069,RF00570,75.0
CL00069,RF00181,CL00069,RF01169,9.0
CL00069,RF00181,CL00069,RF01278,15.0
CL00069,RF00181,CL00116,RF03116,17237.0
CL00069,RF00181,CL00116,RF03117,25233.0
CL00069,RF00181,CL00116,RF03118,8140.0
CL00069,RF00181,CL00116,RF03119,34284.0
CL00069,RF00181,CL00116,RF03120,12637.0
CL00069,RF00181,CL00121,RF00114,1506.0
CL00069,RF00181,CL00121,RF03137,209.0
CL00069,RF00181,CL00121,RF03143,135.0
CL00069,RF00181,CL00121,RF03161,63.0
CL00069,RF00181,CL00124,RF03155,731.0
CL00069,RF00181,CL00124,RF03162,337.0
CL00069,RF00181,CL00150,RF00742,431.0
CL00069,RF00181,CL00150,RF04303,1415.0
CL00069,RF00284,CL00012,RF00162,988.0
CL00069,RF00284,CL00012,RF00634,1264.0
CL00069,RF00284,CL00012,RF01725,1170.0
CL00069,RF00284,CL00013,RF00100,3621.0
CL00069,RF00284,CL00013,RF01052,50423.0
CL00069,RF00284,CL00014,RF01315,123.0
CL00069,RF00284,CL00014,RF01317,145.0
CL00069,RF00284,CL00014,RF01327,113.0
CL00069,RF00284,CL00014,RF01328,153.0
CL00069,RF00284,CL00014,RF01338,153.0
CL00069,RF00284,CL00014,RF01352,113.0
CL00069,RF00284,CL00014,RF01379,139.0
CL00069,RF00284,CL00024,RF00392,883.0
CL00069,RF00284,CL00024,RF01240,2823.0
CL00069,RF00284,CL00034,RF00407,1198.0
CL00069,RF00284,CL00034,RF00430,872.0
CL00069,RF00284,CL00034,RF00566,1273.0
CL00069,RF00284,CL00034,RF00598,774.0
CL00069,RF00284,CL00069,RF00152,11.0
CL00069,RF00284,CL00069,RF00181,26.0
CL00069,RF00284,CL00069,RF00284,0.0
CL00069,RF00284,CL00069,RF00357,426.0
CL00069,RF00284,CL00069,RF00509,786.0
CL00069,RF00284,CL00069,RF00530,15.0
CL00069,RF00284,CL00069,RF00570,87.0
CL00069,RF00284,CL00069,RF01169,21.0
CL00069,RF00284,CL00069,RF01278,27.0
CL00069,RF00284,CL00116,RF03116,17225.0
CL00069,RF00284,CL00116,RF03117,25221.0
CL00069,RF00284,CL00116,RF03118,8128.0
CL00069,RF00284,CL00116,RF03119,34272.0
CL00069,RF00284,CL00116,RF03120,12625.0
CL00069,RF00284,CL00121,RF00114,1494.0
CL00069,RF00284,CL00121,RF03137,227.0
CL00069,RF00284,CL00121,RF03143,159.0
CL00069,RF00284,CL00121,RF03161,75.0
CL00069,RF00284,CL00124,RF03155,743.0
CL00069,RF00284,CL00124,RF03162,347.0
CL00069,RF00284,CL00150,RF00742,419.0
CL00069,RF00284,CL00150,RF04303,1403.0
CL00069,RF00357,CL00012,RF00162,666.0
CL00069,RF00357,CL00012,RF00634,910.0
CL00069,RF00357,CL00012,RF01725,812.0
CL00069,RF00357,CL00013,RF00100,3223.0
CL00069,RF00357,CL00013,RF01052,49997.0
CL00069,RF00357,CL00014,RF01315,537.0
CL00069,RF00357,CL00014,RF01317,533.0
CL00069,RF00357,CL00014,RF01327,539.0
CL00069,RF00357,CL00014,RF01328,535.0
CL00069,RF00357,CL00014,RF01338,535.0
CL00069,RF00357,CL00014,RF01352,539.0
CL00069,RF00357,CL00014,RF01379,545.0
CL00069,RF00357,CL00024,RF00392,647.0
CL00069,RF00357,CL00024,RF01240,2451.0
CL00069,RF00357,CL00034,RF00407,912.0
CL00069,RF00357,CL00034,RF00430,628.0
CL00069,RF00357,CL00034,RF00566,1037.0
CL00069,RF00357,CL00034,RF00598,558.0
CL00069,RF00357,CL00069,RF00152,415.0
CL00069,RF00357,CL00069,RF00181,438.0
CL00069,RF00357,CL00069,RF00284,426.0
CL00069,RF00357,CL00069,RF00357,0.0
CL00069,RF00357,CL00069,RF00509,428.0
CL00069,RF00357,CL00069,RF00530,441.0
CL00069,RF00357,CL00069,RF00570,489.0
CL00069,RF00357,CL00069,RF01169,431.0
CL00069,RF00357,CL00069,RF01278,453.0
CL00069,RF00357,CL00116,RF03116,16799.0
CL00069,RF00357,CL00116,RF03117,24795.0
CL00069,RF00357,CL00116,RF03118,7702.0
CL00069,RF00357,CL00116,RF03119,33846.0
CL00069,RF00357,CL00116,RF03120,12199.0
CL00069,RF00357,CL00121,RF00114,1074.0
CL00069,RF00357,CL00121,RF03137,601.0
CL00069,RF00357,CL00121,RF03143,509.0
CL00069,RF00357,CL00121,RF03161,501.0
CL00069,RF00357,CL00124,RF03155,503.0
CL00069,RF00357,CL00124,RF03162,559.0
CL00069,RF00357,CL00150,RF00742,263.0
CL00069,RF00357,CL00150,RF04303,977.0
CL00069,RF00509,CL00012,RF00162,850.0
CL00069,RF00509,CL00012,RF00634,806.0
CL00069,RF00509,CL00012,RF01725,574.0
CL00069,RF00509,CL00013,RF00100,2923.0
CL00069,RF00509,CL00013,RF01052,49637.0
CL00069,RF00509,CL00014,RF01315,885.0
CL00069,RF00509,CL00014,RF01317,891.0
CL00069,RF00509,CL00014,RF01327,899.0
CL00069,RF00509,CL00014,RF01328,895.0
CL00069,RF00509,CL00014,RF01338,895.0
CL00069,RF00509,CL00014,RF01352,899.0
CL00069,RF00509,CL00014,RF01379,869.0
CL00069,RF00509,CL00024,RF00392,871.0
CL00069,RF00509,CL00024,RF01240,2147.0
CL00069,RF00509,CL00034,RF00407,1158.0
CL00069,RF00509,CL00034,RF00430,844.0
CL00069,RF00509,CL00034,RF00566,1225.0
CL00069,RF00509,CL00034,RF00598,844.0
CL00069,RF00509,CL00069,RF00152,775.0
CL00069,RF00509,CL00069,RF00181,798.0
CL00069,RF00509,CL00069,RF00284,786.0
CL00069,RF00509,CL00069,RF00357,428.0
CL00069,RF00509,CL00069,RF00509,0.0
CL00069,RF00509,CL00069,RF00530,801.0
CL00069,RF00509,CL00069,RF00570,821.0
CL00069,RF00509,CL00069,RF01169,791.0
CL00069,RF00509,CL00069,RF01278,813.0
CL00069,RF00509,CL00116,RF03116,16439.0
CL00069,RF00509,CL00116,RF03117,24435.0
CL00069,RF00509,CL00116,RF03118,7342.0
CL00069,RF00509,CL00116,RF03119,33486.0
CL00069,RF00509,CL00116,RF03120,11839.0
CL00069,RF00509,CL00121,RF00114,766.0
CL00069,RF00509,CL00121,RF03137,921.0
CL00069,RF00509,CL00121,RF03143,825.0
CL00069,RF00509,CL00121,RF03161,861.0
CL00069,RF00509,CL00124,RF03155,501.0
CL00069,RF00509,CL00124,RF03162,901.0
CL00069,RF00509,CL00150,RF00742,473.0
CL00069,RF00509,CL00150,RF04303,649.0
CL00069,RF00530,CL00012,RF00162,991.0
CL00069,RF00530,CL00012,RF00634,1267.0
CL00069,RF00530,CL00012,RF01725,1173.0
CL00069,RF00530,CL00013,RF00100,3636.0
CL00069,RF00530,CL00013,RF01052,50438.0
CL00069,RF00530,CL00014,RF01315,116.0
CL00069,RF00530,CL00014,RF01317,130.0
CL00069,RF00530,CL00014,RF01327,98.0
CL00069,RF00530,CL00014,RF01328,142.0
CL00069,RF00530,CL00014,RF01338,142.0
CL00069,RF00530,CL00014,RF01352,98.0
CL00069,RF00530,CL00014,RF01379,124.0
CL00069,RF00530,CL00024,RF00392,886.0
CL00069,RF00530,CL00024,RF01240,2838.0
CL00069,RF00530,CL00034,RF00407,1201.0
CL00069,RF00530,CL00034,RF00430,875.0
CL00069,RF00530,CL00034,RF00566,1276.0
CL00069,RF00530,CL00034,RF00598,777.0
CL00069,RF00530,CL00069,RF00152,26.0
CL00069,RF00530,CL00069,RF00181,21.0
CL00069,RF00530,CL00069,RF00284,15.0
CL00069,RF00530,CL00069,RF00357,441.0
CL00069,RF00530,CL00069,RF00509,801.0
CL00069,RF00530,CL00069,RF00530,0.0
CL00069,RF00530,CL00069,RF00570,88.0
CL00069,RF00530,CL00069,RF01169,22.0
CL00069,RF00530,CL00069,RF01278,28.0
CL00069,RF00530,CL00116,RF03116,17240.0
CL00069,RF00530,CL00116,RF03117,25236.0
CL00069,RF00530,CL00116,RF03118,8143.0
CL00069,RF00530,CL00116,RF03119,34287.0
CL00069,RF00530,CL00116,RF03120,12640.0
CL00069,RF00530,CL00121,RF00114,1509.0
CL00069,RF00530,CL00121,RF03137,214.0
CL00069,RF00530,CL00121,RF03143,144.0
CL00069,RF00530,CL00121,RF03161,60.0
CL00069,RF00530,CL00124,RF03155,746.0
CL00069,RF00530,CL00124,RF03162,348.0
CL00069,RF00530,CL00150,RF00742,434.0
CL00069,RF00530,CL00150,RF04303,1418.0
CL00069,RF00570,CL00012,RF00162,911.0
CL00069,RF00570,CL00012,RF00634,1181.0
CL00069,RF00570,CL00012,RF01725,1115.0
CL00069,RF00570,CL00013,RF00100,3628.0
CL00069,RF00570,CL00013,RF01052,50430.0
CL00069,RF00570,CL00014,RF01315,92.0
CL00069,RF00570,CL00014,RF01317,98.0
CL00069,RF00570,CL00014,RF01327,106.0
CL00069,RF00570,CL00014,RF01328,102.0
CL00069,RF00570,CL00014,RF01338,102.0
CL00069,RF00570,CL00014,RF01352,106.0
CL00069,RF00570,CL00014,RF01379,76.0
CL00069,RF00570,CL00024,RF00392,864.0
CL00069,RF00570,CL00024,RF01240,2830.0
CL00069,RF00570,CL00034,RF00407,1181.0
CL00069,RF00570,CL00034,RF00430,841.0
CL00069,RF00570,CL00034,RF00566,1242.0
CL00069,RF00570,CL00034,RF00598,715.0
CL00069,RF00570,CL00069,RF00152,98.0
CL00069,RF00570,CL00069,RF00181,75.0
CL00069,RF00570,CL00069,RF00284,87.0
CL00069,RF00570,CL00069,RF00357,489.0
CL00069,RF00570,CL00069,RF00509,821.0
CL00069,RF00570,CL00069,RF00530,88.0
CL00069,RF00570,CL00069,RF00570,0.0
CL00069,RF00570,CL00069,RF01169,82.0
CL00069,RF00570,CL00069,RF01278,60.0
CL00069,RF00570,CL00116,RF03116,17232.0
CL00069,RF00570,CL00116,RF03117,25228.0
CL00069,RF00570,CL00116,RF03118,8135.0
CL00069,RF00570,CL00116,RF03119,34279.0
CL00069,RF00570,CL00116,RF03120,12632.0
CL00069,RF00570,CL00121,RF00114,1501.0
CL00069,RF00570,CL00121,RF03137,144.0
CL00069,RF00570,CL00121,RF03143,76.0
CL00069,RF00570,CL00121,RF03161,80.0
CL00069,RF00570,CL00124,RF03155,666.0
CL00069,RF00570,CL00124,RF03162,284.0
CL00069,RF00570,CL00150,RF00742,426.0
CL00069,RF00570,CL00150,RF04303,1410.0
CL00069,RF01169,CL00012,RF00162,977.0
CL00069,RF01169,CL00012,RF00634,1253.0
CL00069,RF01169,CL00012,RF01725,1159.0
CL00069,RF01169,CL00013,RF00100,3626.0
CL00069,RF01169,CL00013,RF01052,50428.0
CL00069,RF01169,CL00014,RF01315,118.0
CL00069,RF01169,CL00014,RF01317,140.0
CL00069,RF01169,CL00014,RF01327,108.0
CL00069,RF01169,CL00014,RF01328,132.0
CL00069,RF01169,CL00014,RF01338,132.0
CL00069,RF01169,CL00014,RF01352,108.0
CL00069,RF01169,CL00014,RF01379,134.0
CL00069,RF01169,CL00024,RF00392,872.0
CL00069,RF01169,CL00024,RF01240,2828.0
CL00069,RF01169,CL00034,RF00407,1187.0
CL00069,RF01169,CL00034,RF00430,861.0
CL00069,RF01169,CL00034,RF00566,1262.0
CL00069,RF01169,CL00034,RF00598,763.0
CL00069,RF01169,CL00069,RF00152,20.0
CL00069,RF01169,CL00069,RF00181,9.0
CL00069,RF01169,CL00069,RF00284,21.0
CL00069,RF01169,CL00069,RF00357,431.0
CL00069,RF01169,CL00069,RF00509,791.0
CL00069,RF01169,CL00069,RF00530,22.0
CL00069,RF01169,CL00069,RF00570,82.0
CL00069,RF01169,CL00069,RF01169,0.0
CL00069,RF01169,CL00069,RF01278,22.0
CL00069,RF01169,CL00116,RF03116,17230.0
CL00069,RF01169,CL00116,RF03117,25226.0
CL00069,RF01169,CL00116,RF03118,8133.0
CL00069,RF01169,CL00116,RF03119,34277.0
CL00069,RF01169,CL00116,RF03120,12630.0
CL00069,RF01169,CL00121,RF00114,1499.0
CL00069,RF01169,CL00121,RF03137,218.0
CL00069,RF01169,CL00121,RF03143,142.0
CL00069,RF01169,CL00121,RF03161,70.0
CL00069,RF01169,CL00124,RF03155,732.0
CL00069,RF01169,CL00124,RF03162,338.0
CL00069,RF01169,CL00150,RF00742,424.0
CL00069,RF01169,CL00150,RF04303,1408.0
CL00069,RF01278,CL00012,RF00162,963.0
CL00069,RF01278,CL00012,RF00634,1239.0
CL00069,RF01278,CL00012,RF01725,1145.0
CL00069,RF01278,CL00013,RF00100,3648.0
CL00069,RF01278,CL00013,RF01052,50450.0
CL00069,RF01278,CL00014,RF01315,96.0
CL00069,RF01278,CL00014,RF01317,118.0
CL00069,RF01278,CL00014,RF01327,86.0
CL00069,RF01278,CL00014,RF01328,126.0
CL00069,RF01278,CL00014,RF01338,126.0
CL00069,RF01278,CL00014,RF01352,86.0
CL00069,RF01278,CL00014,RF01379,112.0
CL00069,RF01278,CL00024,RF00392,868.0
CL00069,RF01278,CL00024,RF01240,2850.0
CL00069,RF01278,CL00034,RF00407,1177.0
CL00069,RF01278,CL00034,RF00430,849.0
CL00069,RF01278,CL00034,RF00566,1248.0
CL00069,RF01278,CL00034,RF00598,749.0
CL00069,RF01278,CL00069,RF00152,38.0
CL00069,RF01278,CL00069,RF00181,15.0
CL00069,RF01278,CL00069,RF00284,27.0
CL00069,RF01278,CL00069,RF00357,453.0
CL00069,RF01278,CL00069,RF00509,813.0
CL00069,RF01278,CL00069,RF00530,28.0
CL00069,RF01278,CL00069,RF00570,60.0
CL00069,RF01278,CL00069,RF01169,22.0
CL00069,RF01278,CL00069,RF01278,0.0
CL00069,RF01278,CL00116,RF03116,17252.0
CL00069,RF01278,CL00116,RF03117,25248.0
CL00069,RF01278,CL00116,RF03118,8155.0
CL00069,RF01278,CL00116,RF03119,34299.0
CL00069,RF01278,CL00116,RF03120,12652.0
CL00069,RF01278,CL00121,RF00114,1521.0
CL00069,RF01278,CL00121,RF03137,202.0
CL00069,RF01278,CL00121,RF03143,132.0
CL00069,RF01278,CL00121,RF03161,48.0
CL00069,RF01278,CL00124,RF03155,718.0
CL00069,RF01278,CL00124,RF03162,322.0
CL00069,RF01278,CL00150,RF00742,446.0
CL00069,RF01278,CL00150,RF04303,1430.0
CL00116,RF03116,CL00012,RF00162,16401.0
CL00116,RF03116,CL00012,RF00634,16083.0
CL00116,RF03116,CL00012,RF01725,16205.0
CL00116,RF03116,CL00013,RF00100,14604.0
CL00116,RF03116,CL00013,RF01052,34666.0
CL00116,RF03116,CL00014,RF01315,17324.0
CL00116,RF03116,CL00014,RF01317,17330.0
CL00116,RF03116,CL00014,RF01327,17338.0
CL00116,RF03116,CL00014,RF01328,17334.0
CL00116,RF03116,CL00014,RF01338,17334.0
CL00116,RF03116,CL00014,RF01352,17338.0
CL00116,RF03116,CL00014,RF01379,17308.0
CL00116,RF03116,CL00024,RF00392,16404.0
CL00116,RF03116,CL00024,RF01240,14778.0
CL00116,RF03116,CL00034,RF00407,16117.0
CL00116,RF03116,CL00034,RF00430,16423.0
CL00116,RF03116,CL00034,RF00566,16038.0
CL00116,RF03116,CL00034,RF00598,16561.0
CL00116,RF03116,CL00069,RF00152,17214.0
CL00116,RF03116,CL00069,RF00181,17237.0
CL00116,RF03116,CL00069,RF00284,17225.0
CL00116,RF03116,CL00069,RF00357,16799.0
CL00116,RF03116,CL00069,RF00509,16439.0
CL00116,RF03116,CL00069,RF00530,17240.0
CL00116,RF03116,CL00069,RF00570,17232.0
CL00116,RF03116,CL00069,RF01169,17230.0
CL00116,RF03116,CL00069,RF01278,17252.0
CL00116,RF03116,CL00116,RF03116,0.0
CL00116,RF03116,CL00116,RF03117,10970.0
CL00116,RF03116,CL00116,RF03118,9841.0
CL00116,RF03116,CL00116,RF03119,19229.0
CL00116,RF03116,CL00116,RF03120,6388.0
CL00116,RF03116,CL00121,RF00114,15765.0
CL00116,RF03116,CL00121,RF03137,17268.0
CL00116,RF03116,CL00121,RF03143,17224.0
CL00116,RF03116,CL00121,RF03161,17252.0
CL00116,RF03116,CL00124,RF03155,16592.0
CL00116,RF03116,CL00124,RF03162,17042.0
CL00116,RF03116,CL00150,RF00742,16806.0
CL00116,RF03116,CL00150,RF04303,15822.0
CL00116,RF03117,CL00012,RF00162,24411.0
CL00116,RF03117,CL00012,RF00634,24109.0
CL00116,RF03117,CL00012,RF01725,24191.0
CL00116,RF03117,CL00013,RF00100,22472.0
CL00116,RF03117,CL00013,RF01052,29228.0
CL00116,RF03117,CL00014,RF01315,25320.0
CL00116,RF03117,CL00014,RF01317,25326.0
CL00116,RF03117,CL00014,RF01327,25334.0
CL00116,RF03117,CL00014,RF01328,25330.0
CL00116,RF03117,CL00014,RF01338,25330.0
CL00116,RF03117,CL00014,RF01352,25334.0
CL00116,RF03117,CL00014,RF01379,25304.0
CL00116,RF03117,CL00024,RF00392,24380.0
CL00116,RF03117,CL00024,RF01240,22754.0
CL00116,RF03117,CL00034,RF00407,24073.0
CL00116,RF03117,CL00034,RF00430,24405.0
CL00116,RF03117,CL00034,RF00566,24040.0
CL00116,RF03117,CL00034,RF00598,24569.0
CL00116,RF03117,CL00069,RF00152,25210.0
CL00116,RF03117,CL00069,RF00181,25233.0
CL00116,RF03117,CL00069,RF00284,25221.0
